stg,start_age,speciesRT,speciesBC,speciesSIB,run,genusRT,genusBC,genusSIB
"(93.9,100]",2.58,181,93,174,43,254,158,237
"(100,113]",1.8,92,68,88,43,143,118,127
"(113,125]",0.781,43,28,40,43,73,61,57
"(125,129]",0.126,19,17,9,43,45,38,22
"(129,133]",0.0117,16,11,12,43,35,27,27
"(133,140]",0.0082,30,7,28,43,42,18,40
"(140,155]",0.0042,2,2,2,43,2,2,2
"(0.0042,0.0082]",139.8,14,6,9,44,15,7,9
"(0.0082,0.0117]",132.9,18,14,5,44,18,15,4
"(0.0117,0.126]",129.4,50,17,47,44,61,18,58
"(0.126,0.781]",125,51,43,35,44,72,54,53
"(0.781,1.8]",113,56,45,32,44,79,64,40
"(1.8,2.58]",100.5,63,55,31,44,92,77,48
"(2.58,3.6]",93.9,116,59,99,44,155,88,135
"(3.6,5.33]",89.8,145,104,124,44,203,144,170
"(5.33,7.25]",86.3,162,122,120,44,233,180,166
"(7.25,11.6]",83.6,184,138,145,44,275,209,210
"(11.6,13.8]",72.1,203,153,155,44,293,238,209
"(13.8,16]",66,225,181,167,44,331,273,243
"(16,20.4]",61.6,228,192,185,44,339,285,274
"(20.4,23]",59.2,197,183,142,44,283,267,195
"(23,28.1]",56,172,136,124,44,273,228,175
"(28.1,33.9]",47.8,157,121,105,44,252,214,157
"(33.9,37.8]",41.2,204,103,171,44,331,196,274
"(37.8,41.2]",37.8,234,144,187,44,363,264,270
"(41.2,47.8]",33.9,249,183,214,44,377,301,314
"(47.8,56]",28.1,270,169,255,44,387,274,344
"(56,59.2]",23.03,183,111,165,44,280,201,224
"(59.2,61.6]",20.44,113,104,59,44,194,183,74
"(61.6,66]",15.97,152,88,130,44,239,168,190
"(66,72.1]",13.82,217,69,202,44,315,135,281
"(72.1,83.6]",11.63,238,108,222,44,344,189,306
"(83.6,86.3]",7.246,154,112,121,44,241,192,170
"(86.3,89.8]",5.333,103,76,67,44,184,151,107
"(89.8,93.9]",3.6,138,88,113,44,215,160,160
"(93.9,100]",2.58,181,92,174,44,255,160,238
"(100,113]",1.8,92,68,88,44,143,118,127
"(113,125]",0.781,40,28,37,44,73,61,57
"(125,129]",0.126,20,15,13,44,45,38,26
"(129,133]",0.0117,17,11,13,44,35,27,27
"(133,140]",0.0082,27,5,25,44,42,18,40
"(140,155]",0.0042,2,2,2,44,2,2,2
"(0.0042,0.0082]",139.8,11,8,3,45,10,4,6
"(0.0082,0.0117]",132.9,17,11,7,45,18,10,9
"(0.0117,0.126]",129.4,50,17,47,45,63,18,60
"(0.126,0.781]",125,50,43,30,45,73,56,51
"(0.781,1.8]",113,55,45,31,45,78,63,43
"(1.8,2.58]",100.5,67,54,37,45,91,78,42
"(2.58,3.6]",93.9,113,62,96,45,157,87,137
"(3.6,5.33]",89.8,149,103,126,45,204,145,175
"(5.33,7.25]",86.3,164,125,125,45,228,182,156
"(7.25,11.6]",83.6,188,141,143,45,277,207,213
"(11.6,13.8]",72.1,204,155,152,45,295,238,207
"(13.8,16]",66,221,183,164,45,325,269,236
"(16,20.4]",61.6,233,190,191,45,342,286,273
"(20.4,23]",59.2,194,181,143,45,299,284,208
"(23,28.1]",56,175,138,124,45,271,229,168
"(28.1,33.9]",47.8,158,123,101,45,254,213,156
"(33.9,37.8]",41.2,208,103,174,45,328,196,273
"(37.8,41.2]",37.8,237,151,182,45,355,261,263
"(41.2,47.8]",33.9,250,186,214,45,383,297,323
"(47.8,56]",28.1,266,165,252,45,385,274,341
"(56,59.2]",23.03,185,109,166,45,283,200,228
"(59.2,61.6]",20.44,112,106,60,45,194,186,75
"(61.6,66]",15.97,147,86,127,45,238,169,190
"(66,72.1]",13.82,217,66,202,45,318,137,284
"(72.1,83.6]",11.63,238,108,222,45,345,189,308
"(83.6,86.3]",7.246,149,108,117,45,239,192,167
"(86.3,89.8]",5.333,107,79,70,45,184,151,108
"(89.8,93.9]",3.6,138,88,113,45,216,160,161
"(93.9,100]",2.58,179,90,172,45,254,159,237
"(100,113]",1.8,92,68,88,45,143,118,127
"(113,125]",0.781,43,28,39,45,74,61,60
"(125,129]",0.126,20,18,13,45,42,36,21
"(129,133]",0.0117,16,11,12,45,34,27,27
"(133,140]",0.0082,31,8,29,45,41,16,39
"(140,155]",0.0042,2,2,2,45,2,2,2
"(0.0042,0.0082]",139.8,11,9,3,46,16,11,5
"(0.0082,0.0117]",132.9,18,11,7,46,18,15,4
"(0.0117,0.126]",129.4,50,17,47,46,62,18,59
"(0.126,0.781]",125,49,42,32,46,73,55,53
"(0.781,1.8]",113,57,44,33,46,82,65,46
"(1.8,2.58]",100.5,65,56,29,46,91,79,42
"(2.58,3.6]",93.9,115,61,97,46,153,88,134
"(3.6,5.33]",89.8,145,104,120,46,203,141,170
"(5.33,7.25]",86.3,166,122,122,46,225,181,155
"(7.25,11.6]",83.6,184,141,139,46,278,206,218
"(11.6,13.8]",72.1,205,152,158,46,299,237,208
"(13.8,16]",66,223,183,165,46,328,275,248
"(16,20.4]",61.6,233,192,192,46,339,285,274
"(20.4,23]",59.2,190,180,136,46,298,282,210
"(23,28.1]",56,174,138,125,46,272,229,173
"(28.1,33.9]",47.8,156,121,101,46,254,212,160
"(33.9,37.8]",41.2,210,102,181,46,327,199,267
"(37.8,41.2]",37.8,232,149,182,46,362,256,278
"(41.2,47.8]",33.9,245,180,210,46,381,305,317
"(47.8,56]",28.1,271,166,257,46,391,279,346
"(56,59.2]",23.03,182,112,162,46,280,201,227
"(59.2,61.6]",20.44,119,106,64,46,192,184,80
"(61.6,66]",15.97,149,89,127,46,236,166,188
"(66,72.1]",13.82,218,70,203,46,318,135,284
"(72.1,83.6]",11.63,240,108,224,46,343,189,305
"(83.6,86.3]",7.246,152,113,119,46,238,188,167
"(86.3,89.8]",5.333,104,77,68,46,178,149,100
"(89.8,93.9]",3.6,138,87,114,46,217,158,160
"(93.9,100]",2.58,181,92,174,46,253,158,236
"(100,113]",1.8,92,68,88,46,143,118,127
"(113,125]",0.781,40,28,37,46,76,61,63
"(125,129]",0.126,21,16,13,46,41,37,18
"(129,133]",0.0117,17,11,13,46,34,27,26
"(133,140]",0.0082,28,6,26,46,43,18,41
"(140,155]",0.0042,2,2,2,46,2,2,2
"(0.0042,0.0082]",139.8,11,5,7,47,14,8,7
"(0.0082,0.0117]",132.9,17,11,7,47,18,14,4
"(0.0117,0.126]",129.4,50,17,47,47,60,18,57
"(0.126,0.781]",125,51,43,32,47,75,55,53
"(0.781,1.8]",113,58,46,30,47,77,64,45
"(1.8,2.58]",100.5,63,56,29,47,91,76,48
"(2.58,3.6]",93.9,113,59,97,47,155,87,134
"(3.6,5.33]",89.8,147,102,124,47,204,142,169
"(5.33,7.25]",86.3,161,124,113,47,233,182,161
"(7.25,11.6]",83.6,187,140,148,47,267,202,209
"(11.6,13.8]",72.1,210,152,154,47,299,237,219
"(13.8,16]",66,221,187,165,47,325,272,236
"(16,20.4]",61.6,230,191,187,47,339,286,275
"(20.4,23]",59.2,196,181,142,47,292,277,214
"(23,28.1]",56,177,139,128,47,273,230,177
"(28.1,33.9]",47.8,158,123,102,47,256,215,160
"(33.9,37.8]",41.2,211,105,184,47,328,198,274
"(37.8,41.2]",37.8,229,148,178,47,358,259,270
"(41.2,47.8]",33.9,248,181,213,47,389,306,323
"(47.8,56]",28.1,267,165,252,47,388,278,343
"(56,59.2]",23.03,184,110,168,47,280,201,226
"(59.2,61.6]",20.44,116,106,65,47,194,186,75
"(61.6,66]",15.97,150,89,129,47,240,166,193
"(66,72.1]",13.82,219,71,204,47,317,137,283
"(72.1,83.6]",11.63,239,108,223,47,344,189,307
"(83.6,86.3]",7.246,152,111,120,47,239,192,168
"(86.3,89.8]",5.333,103,77,65,47,185,152,108
"(89.8,93.9]",3.6,140,87,116,47,215,159,157
"(93.9,100]",2.58,180,93,173,47,254,158,237
"(100,113]",1.8,92,68,88,47,143,118,127
"(113,125]",0.781,43,28,40,47,75,61,58
"(125,129]",0.126,20,18,11,47,41,36,19
"(129,133]",0.0117,17,11,13,47,33,27,25
"(133,140]",0.0082,28,6,26,47,44,18,42
"(140,155]",0.0042,2,2,2,47,2,2,2
"(0.0042,0.0082]",139.8,13,6,7,48,14,8,7
"(0.0082,0.0117]",132.9,17,13,4,48,18,14,5
"(0.0117,0.126]",129.4,50,17,47,48,61,18,58
"(0.126,0.781]",125,51,43,31,48,70,53,50
"(0.781,1.8]",113,57,45,33,48,79,63,44
"(1.8,2.58]",100.5,65,57,31,48,92,79,47
"(2.58,3.6]",93.9,112,60,95,48,157,86,135
"(3.6,5.33]",89.8,147,101,124,48,204,146,173
"(5.33,7.25]",86.3,163,124,121,48,226,181,161
"(7.25,11.6]",83.6,188,143,146,48,274,205,213
"(11.6,13.8]",72.1,204,153,148,48,293,232,211
"(13.8,16]",66,221,180,166,48,326,271,242
"(16,20.4]",61.6,235,192,187,48,343,288,278
"(20.4,23]",59.2,191,181,139,48,288,272,204
"(23,28.1]",56,175,137,122,48,275,229,182
"(28.1,33.9]",47.8,155,122,100,48,254,216,157
"(33.9,37.8]",41.2,211,103,176,48,335,197,276
"(37.8,41.2]",37.8,235,150,184,48,358,267,269
"(41.2,47.8]",33.9,248,182,210,48,381,302,313
"(47.8,56]",28.1,266,168,251,48,388,273,344
"(56,59.2]",23.03,184,108,165,48,280,201,226
"(59.2,61.6]",20.44,117,109,62,48,190,181,72
"(61.6,66]",15.97,153,88,131,48,237,166,188
"(66,72.1]",13.82,220,74,205,48,318,137,284
"(72.1,83.6]",11.63,240,108,224,48,343,189,306
"(83.6,86.3]",7.246,152,113,118,48,239,191,168
"(86.3,89.8]",5.333,106,77,71,48,183,148,102
"(89.8,93.9]",3.6,137,88,112,48,216,162,160
"(93.9,100]",2.58,181,92,174,48,255,159,238
"(100,113]",1.8,92,68,88,48,143,118,127
"(113,125]",0.781,41,28,38,48,75,61,62
"(125,129]",0.126,20,16,12,48,41,36,19
"(129,133]",0.0117,18,11,16,48,33,27,25
"(133,140]",0.0082,29,8,27,48,43,17,41
"(140,155]",0.0042,2,2,2,48,2,2,2
"(0.0042,0.0082]",139.8,11,6,6,49,15,2,14
"(0.0082,0.0117]",132.9,17,11,6,49,18,14,5
"(0.0117,0.126]",129.4,50,17,46,49,60,18,57
"(0.126,0.781]",125,51,44,33,49,69,53,53
"(0.781,1.8]",113,55,45,28,49,77,60,42
"(1.8,2.58]",100.5,62,53,33,49,93,76,45
"(2.58,3.6]",93.9,113,58,96,49,149,89,126
"(3.6,5.33]",89.8,144,100,125,49,203,138,176
"(5.33,7.25]",86.3,162,122,121,49,226,180,159
"(7.25,11.6]",83.6,189,141,151,49,271,204,207
"(11.6,13.8]",72.1,197,152,150,49,297,234,216
"(13.8,16]",66,225,181,164,49,326,270,242
"(16,20.4]",61.6,229,190,190,49,338,286,270
"(20.4,23]",59.2,191,176,134,49,297,279,209
"(23,28.1]",56,176,137,126,49,269,229,172
"(28.1,33.9]",47.8,154,121,99,49,250,211,158
"(33.9,37.8]",41.2,210,105,178,49,327,192,273
"(37.8,41.2]",37.8,228,147,176,49,362,261,269
"(41.2,47.8]",33.9,249,178,214,49,392,310,320
"(47.8,56]",28.1,268,169,253,49,387,279,344
"(56,59.2]",23.03,182,109,164,49,281,199,226
"(59.2,61.6]",20.44,116,106,62,49,196,188,74
"(61.6,66]",15.97,149,88,128,49,240,169,192
"(66,72.1]",13.82,218,68,203,49,319,138,285
"(72.1,83.6]",11.63,239,108,223,49,345,189,308
"(83.6,86.3]",7.246,157,116,124,49,237,191,165
"(86.3,89.8]",5.333,104,76,67,49,180,149,98
"(89.8,93.9]",3.6,139,89,114,49,218,159,163
"(93.9,100]",2.58,181,93,174,49,253,158,236
"(100,113]",1.8,92,68,88,49,143,118,127
"(113,125]",0.781,39,28,35,49,74,61,59
"(125,129]",0.126,23,17,15,49,39,33,18
"(129,133]",0.0117,16,11,12,49,33,27,25
"(133,140]",0.0082,31,8,29,49,43,17,41
"(140,155]",0.0042,2,2,2,49,2,2,2
"(0.0042,0.0082]",139.8,12,5,8,50,12,9,4
"(0.0082,0.0117]",132.9,18,12,7,50,19,12,8
"(0.0117,0.126]",129.4,50,17,47,50,61,18,58
"(0.126,0.781]",125,52,42,34,50,76,54,56
"(0.781,1.8]",113,55,46,28,50,79,66,39
"(1.8,2.58]",100.5,63,54,30,50,91,78,43
"(2.58,3.6]",93.9,116,60,99,50,151,88,126
"(3.6,5.33]",89.8,147,105,126,50,205,140,179
"(5.33,7.25]",86.3,159,124,113,50,230,181,164
"(7.25,11.6]",83.6,186,136,145,50,272,205,208
"(11.6,13.8]",72.1,204,154,150,50,296,237,208
"(13.8,16]",66,225,183,169,50,322,268,235
"(16,20.4]",61.6,226,189,180,50,340,286,277
"(20.4,23]",59.2,191,174,139,50,297,280,206
"(23,28.1]",56,173,139,119,50,269,228,176
"(28.1,33.9]",47.8,161,124,108,50,258,215,162
"(33.9,37.8]",41.2,206,104,170,50,332,197,276
"(37.8,41.2]",37.8,231,146,178,50,360,265,273
"(41.2,47.8]",33.9,249,182,216,50,385,305,318
"(47.8,56]",28.1,270,166,256,50,387,275,346
"(56,59.2]",23.03,180,111,161,50,279,200,223
"(59.2,61.6]",20.44,113,103,59,50,195,184,78
"(61.6,66]",15.97,153,90,132,50,236,166,188
"(66,72.1]",13.82,218,68,203,50,321,139,287
"(72.1,83.6]",11.63,239,108,222,50,344,190,306
"(83.6,86.3]",7.246,155,114,121,50,241,191,167
"(86.3,89.8]",5.333,104,76,68,50,184,152,103
"(89.8,93.9]",3.6,138,89,114,50,217,162,161
"(93.9,100]",2.58,181,92,174,50,255,160,238
"(100,113]",1.8,92,68,88,50,143,118,127
"(113,125]",0.781,39,28,35,50,72,61,59
"(125,129]",0.126,21,15,11,50,43,35,23
"(129,133]",0.0117,18,11,14,50,35,27,27
"(133,140]",0.0082,27,6,25,50,43,19,41
"(140,155]",0.0042,2,2,2,50,2,2,2
"(0.0042,0.0082]",139.8,14,10,5,51,12,10,3
"(0.0082,0.0117]",132.9,17,14,4,51,18,12,7
"(0.0117,0.126]",129.4,49,17,46,51,61,18,58
"(0.126,0.781]",125,54,43,37,51,74,54,52
"(0.781,1.8]",113,56,46,31,51,82,65,45
"(1.8,2.58]",100.5,64,56,32,51,90,80,40
"(2.58,3.6]",93.9,112,60,93,51,160,87,138
"(3.6,5.33]",89.8,144,99,120,51,203,146,172
"(5.33,7.25]",86.3,159,123,109,51,218,182,148
"(7.25,11.6]",83.6,189,138,144,51,275,202,217
"(11.6,13.8]",72.1,199,153,150,51,295,232,210
"(13.8,16]",66,222,179,164,51,324,268,243
"(16,20.4]",61.6,230,188,189,51,340,287,278
"(20.4,23]",59.2,186,174,128,51,293,276,203
"(23,28.1]",56,173,138,122,51,274,228,178
"(28.1,33.9]",47.8,161,124,106,51,254,215,157
"(33.9,37.8]",41.2,211,104,182,51,326,197,267
"(37.8,41.2]",37.8,235,150,179,51,359,259,269
"(41.2,47.8]",33.9,253,187,218,51,388,306,325
"(47.8,56]",28.1,266,167,251,51,390,280,347
"(56,59.2]",23.03,186,109,166,51,282,199,228
"(59.2,61.6]",20.44,112,107,59,51,194,186,72
"(61.6,66]",15.97,147,84,126,51,241,170,192
"(66,72.1]",13.82,218,69,203,51,319,139,285
"(72.1,83.6]",11.63,239,108,223,51,344,189,306
"(83.6,86.3]",7.246,152,112,119,51,237,190,168
"(86.3,89.8]",5.333,104,77,68,51,187,151,107
"(89.8,93.9]",3.6,139,87,114,51,217,162,161
"(93.9,100]",2.58,180,92,173,51,253,159,236
"(100,113]",1.8,92,68,88,51,143,118,127
"(113,125]",0.781,39,28,35,51,74,61,59
"(125,129]",0.126,24,18,15,51,41,35,20
"(129,133]",0.0117,16,11,12,51,35,27,28
"(133,140]",0.0082,32,9,30,51,42,18,40
"(140,155]",0.0042,2,2,2,51,2,2,2
"(0.0042,0.0082]",139.8,15,12,4,52,15,4,11
"(0.0082,0.0117]",132.9,17,15,3,52,19,15,5
"(0.0117,0.126]",129.4,50,17,47,52,61,18,58
"(0.126,0.781]",125,54,43,37,52,72,54,51
"(0.781,1.8]",113,57,49,30,52,80,64,44
"(1.8,2.58]",100.5,63,56,30,52,93,80,50
"(2.58,3.6]",93.9,118,58,101,52,154,87,130
"(3.6,5.33]",89.8,147,107,123,52,202,141,175
"(5.33,7.25]",86.3,160,124,113,52,220,181,156
"(7.25,11.6]",83.6,187,138,148,52,282,204,223
"(11.6,13.8]",72.1,203,152,152,52,301,238,218
"(13.8,16]",66,221,181,166,52,328,278,243
"(16,20.4]",61.6,230,191,191,52,344,287,278
"(20.4,23]",59.2,191,177,131,52,290,276,197
"(23,28.1]",56,173,138,122,52,273,229,174
"(28.1,33.9]",47.8,160,124,105,52,251,210,156
"(33.9,37.8]",41.2,208,102,177,52,330,198,275
"(37.8,41.2]",37.8,237,148,184,52,358,263,269
"(41.2,47.8]",33.9,244,183,209,52,382,300,319
"(47.8,56]",28.1,271,167,257,52,384,274,339
"(56,59.2]",23.03,180,111,160,52,282,198,227
"(59.2,61.6]",20.44,108,98,59,52,196,188,76
"(61.6,66]",15.97,147,84,126,52,239,169,191
"(66,72.1]",13.82,218,68,203,52,319,137,285
"(72.1,83.6]",11.63,240,108,224,52,343,190,305
"(83.6,86.3]",7.246,154,113,120,52,240,191,171
"(86.3,89.8]",5.333,105,77,69,52,183,150,110
"(89.8,93.9]",3.6,137,89,113,52,216,161,158
"(93.9,100]",2.58,181,92,174,52,254,158,237
"(100,113]",1.8,92,68,88,52,143,118,127
"(113,125]",0.781,40,28,36,52,75,61,61
"(125,129]",0.126,21,16,14,52,40,35,19
"(129,133]",0.0117,19,11,15,52,33,27,25
"(133,140]",0.0082,26,6,24,52,45,19,43
"(140,155]",0.0042,2,2,2,52,2,2,2
"(0.0042,0.0082]",139.8,15,6,10,53,9,7,3
"(0.0082,0.0117]",132.9,17,14,4,53,19,9,11
"(0.0117,0.126]",129.4,49,17,46,53,61,18,58
"(0.126,0.781]",125,51,42,33,53,72,54,52
"(0.781,1.8]",113,57,46,30,53,82,64,48
"(1.8,2.58]",100.5,64,55,34,53,92,80,43
"(2.58,3.6]",93.9,114,60,98,53,154,88,132
"(3.6,5.33]",89.8,145,101,122,53,203,141,171
"(5.33,7.25]",86.3,159,124,111,53,227,181,161
"(7.25,11.6]",83.6,191,137,151,53,269,201,204
"(11.6,13.8]",72.1,200,156,145,53,301,235,218
"(13.8,16]",66,225,180,168,53,325,275,238
"(16,20.4]",61.6,229,191,185,53,342,288,279
"(20.4,23]",59.2,196,182,140,53,292,277,207
"(23,28.1]",56,173,138,124,53,274,227,181
"(28.1,33.9]",47.8,160,123,105,53,250,214,152
"(33.9,37.8]",41.2,211,105,178,53,327,196,272
"(37.8,41.2]",37.8,229,148,178,53,365,259,272
"(41.2,47.8]",33.9,248,180,214,53,385,309,318
"(47.8,56]",28.1,269,167,255,53,390,279,345
"(56,59.2]",23.03,186,110,165,53,279,200,229
"(59.2,61.6]",20.44,117,111,62,53,189,180,71
"(61.6,66]",15.97,147,85,126,53,235,162,187
"(66,72.1]",13.82,223,74,208,53,318,138,284
"(72.1,83.6]",11.63,239,108,223,53,341,189,304
"(83.6,86.3]",7.246,153,112,117,53,236,186,167
"(86.3,89.8]",5.333,104,76,71,53,180,148,104
"(89.8,93.9]",3.6,138,88,113,53,218,160,163
"(93.9,100]",2.58,180,92,173,53,254,159,237
"(100,113]",1.8,92,68,88,53,143,118,127
"(113,125]",0.781,39,28,35,53,71,61,57
"(125,129]",0.126,24,18,14,53,45,36,25
"(129,133]",0.0117,19,11,15,53,33,27,25
"(133,140]",0.0082,30,10,28,53,44,18,42
"(140,155]",0.0042,2,2,2,53,2,2,2
"(0.0042,0.0082]",139.8,16,7,10,54,14,9,5
"(0.0082,0.0117]",132.9,17,15,3,54,18,14,5
"(0.0117,0.126]",129.4,49,17,46,54,61,18,58
"(0.126,0.781]",125,51,42,31,54,73,54,51
"(0.781,1.8]",113,57,45,30,54,81,65,40
"(1.8,2.58]",100.5,63,55,27,54,91,79,46
"(2.58,3.6]",93.9,112,60,95,54,151,87,131
"(3.6,5.33]",89.8,147,101,124,54,203,141,171
"(5.33,7.25]",86.3,160,123,122,54,230,179,168
"(7.25,11.6]",83.6,191,142,149,54,275,209,211
"(11.6,13.8]",72.1,202,153,153,54,292,237,206
"(13.8,16]",66,223,180,167,54,332,272,247
"(16,20.4]",61.6,235,194,195,54,346,286,281
"(20.4,23]",59.2,193,183,135,54,291,281,197
"(23,28.1]",56,176,137,126,54,271,228,176
"(28.1,33.9]",47.8,157,124,100,54,254,212,160
"(33.9,37.8]",41.2,207,103,179,54,328,198,275
"(37.8,41.2]",37.8,238,146,193,54,363,260,267
"(41.2,47.8]",33.9,241,179,205,54,388,308,324
"(47.8,56]",28.1,267,167,252,54,387,278,343
"(56,59.2]",23.03,185,110,168,54,282,201,226
"(59.2,61.6]",20.44,111,104,60,54,194,185,73
"(61.6,66]",15.97,150,88,129,54,237,166,190
"(66,72.1]",13.82,220,71,205,54,319,139,285
"(72.1,83.6]",11.63,239,108,223,54,344,189,307
"(83.6,86.3]",7.246,151,112,117,54,238,191,169
"(86.3,89.8]",5.333,107,76,71,54,183,150,105
"(89.8,93.9]",3.6,138,90,113,54,217,160,160
"(93.9,100]",2.58,180,91,173,54,253,158,236
"(100,113]",1.8,92,68,88,54,143,118,127
"(113,125]",0.781,40,28,36,54,74,61,60
"(125,129]",0.126,22,17,16,54,38,32,17
"(129,133]",0.0117,15,11,11,54,34,27,27
"(133,140]",0.0082,31,7,29,54,41,16,39
"(140,155]",0.0042,2,2,2,54,2,2,2
"(0.0042,0.0082]",139.8,15,10,5,55,17,8,9
"(0.0082,0.0117]",132.9,17,15,3,55,18,16,2
"(0.0117,0.126]",129.4,50,17,47,55,62,18,60
"(0.126,0.781]",125,52,43,31,55,70,54,49
"(0.781,1.8]",113,55,45,30,55,79,62,44
"(1.8,2.58]",100.5,64,55,31,55,94,79,44
"(2.58,3.6]",93.9,115,60,99,55,155,89,132
"(3.6,5.33]",89.8,151,104,129,55,204,144,170
"(5.33,7.25]",86.3,165,128,120,55,232,181,165
"(7.25,11.6]",83.6,188,142,146,55,276,211,211
"(11.6,13.8]",72.1,203,156,155,55,296,236,215
"(13.8,16]",66,222,181,161,55,322,269,233
"(16,20.4]",61.6,227,188,186,55,344,287,289
"(20.4,23]",59.2,195,179,137,55,291,277,205
"(23,28.1]",56,176,139,125,55,273,228,175
"(28.1,33.9]",47.8,156,121,98,55,251,214,153
"(33.9,37.8]",41.2,204,104,169,55,333,194,276
"(37.8,41.2]",37.8,234,144,184,55,359,264,266
"(41.2,47.8]",33.9,246,180,211,55,388,309,323
"(47.8,56]",28.1,269,167,255,55,391,278,348
"(56,59.2]",23.03,179,111,161,55,283,202,230
"(59.2,61.6]",20.44,110,101,56,55,195,188,74
"(61.6,66]",15.97,148,82,129,55,238,166,190
"(66,72.1]",13.82,222,73,207,55,316,136,282
"(72.1,83.6]",11.63,240,108,224,55,344,189,306
"(83.6,86.3]",7.246,151,112,118,55,238,189,169
"(86.3,89.8]",5.333,105,76,68,55,183,151,105
"(89.8,93.9]",3.6,138,88,113,55,215,160,160
"(93.9,100]",2.58,181,93,174,55,254,158,237
"(100,113]",1.8,92,68,88,55,143,118,127
"(113,125]",0.781,41,28,38,55,74,61,60
"(125,129]",0.126,20,16,11,55,41,35,19
"(129,133]",0.0117,19,11,15,55,35,27,27
"(133,140]",0.0082,28,8,26,55,42,18,40
"(140,155]",0.0042,2,2,2,55,2,2,2
"(0.0042,0.0082]",139.8,11,6,5,56,14,10,4
"(0.0082,0.0117]",132.9,17,11,7,56,19,14,6
"(0.0117,0.126]",129.4,50,17,46,56,59,18,56
"(0.126,0.781]",125,51,44,33,56,69,53,48
"(0.781,1.8]",113,57,45,33,56,81,60,46
"(1.8,2.58]",100.5,63,55,28,56,95,79,48
"(2.58,3.6]",93.9,115,59,97,56,155,91,131
"(3.6,5.33]",89.8,148,105,125,56,206,144,173
"(5.33,7.25]",86.3,164,124,121,56,227,182,172
"(7.25,11.6]",83.6,189,140,144,56,267,202,205
"(11.6,13.8]",72.1,201,156,146,56,290,233,200
"(13.8,16]",66,221,179,166,56,324,267,244
"(16,20.4]",61.6,231,190,186,56,340,282,280
"(20.4,23]",59.2,191,177,138,56,294,277,207
"(23,28.1]",56,173,139,122,56,274,228,178
"(28.1,33.9]",47.8,158,122,103,56,253,214,154
"(33.9,37.8]",41.2,207,102,177,56,331,198,273
"(37.8,41.2]",37.8,234,148,181,56,354,264,267
"(41.2,47.8]",33.9,249,183,217,56,386,299,320
"(47.8,56]",28.1,271,170,256,56,384,274,339
"(56,59.2]",23.03,183,110,163,56,281,200,232
"(59.2,61.6]",20.44,114,104,59,56,190,184,73
"(61.6,66]",15.97,146,85,124,56,238,163,190
"(66,72.1]",13.82,222,73,207,56,317,137,283
"(72.1,83.6]",11.63,238,108,222,56,344,189,307
"(83.6,86.3]",7.246,148,108,117,56,238,192,166
"(86.3,89.8]",5.333,104,75,68,56,186,149,106
"(89.8,93.9]",3.6,139,88,115,56,217,164,161
"(93.9,100]",2.58,180,92,173,56,253,157,236
"(100,113]",1.8,92,68,88,56,143,118,127
"(113,125]",0.781,39,28,36,56,74,61,59
"(125,129]",0.126,23,17,15,56,41,35,19
"(129,133]",0.0117,17,11,14,56,33,27,25
"(133,140]",0.0082,29,7,27,56,43,17,41
"(140,155]",0.0042,2,2,2,56,2,2,2
"(0.0042,0.0082]",139.8,11,7,5,57,13,6,7
"(0.0082,0.0117]",132.9,18,11,7,57,18,12,7
"(0.0117,0.126]",129.4,50,17,47,57,61,18,58
"(0.126,0.781]",125,53,43,38,57,71,54,49
"(0.781,1.8]",113,55,46,27,57,78,61,42
"(1.8,2.58]",100.5,63,54,32,57,88,77,41
"(2.58,3.6]",93.9,117,60,102,57,155,85,133
"(3.6,5.33]",89.8,148,104,124,57,199,142,172
"(5.33,7.25]",86.3,161,127,112,57,230,178,167
"(7.25,11.6]",83.6,191,142,147,57,276,207,214
"(11.6,13.8]",72.1,199,153,152,57,292,236,207
"(13.8,16]",66,222,179,167,57,327,270,243
"(16,20.4]",61.6,228,192,181,57,345,287,276
"(20.4,23]",59.2,197,178,146,57,288,277,202
"(23,28.1]",56,174,138,120,57,272,228,173
"(28.1,33.9]",47.8,156,121,102,57,252,214,157
"(33.9,37.8]",41.2,210,103,178,57,328,195,274
"(37.8,41.2]",37.8,228,146,182,57,355,259,254
"(41.2,47.8]",33.9,247,181,212,57,386,301,326
"(47.8,56]",28.1,271,167,256,57,389,278,344
"(56,59.2]",23.03,184,111,166,57,281,201,226
"(59.2,61.6]",20.44,107,102,52,57,193,186,74
"(61.6,66]",15.97,148,83,128,57,238,163,190
"(66,72.1]",13.82,218,69,203,57,320,141,286
"(72.1,83.6]",11.63,240,108,224,57,344,189,307
"(83.6,86.3]",7.246,151,113,117,57,240,194,167
"(86.3,89.8]",5.333,105,76,69,57,189,152,111
"(89.8,93.9]",3.6,137,87,113,57,215,162,159
"(93.9,100]",2.58,180,91,173,57,255,159,238
"(100,113]",1.8,92,68,88,57,143,118,127
"(113,125]",0.781,40,28,37,57,75,61,61
"(125,129]",0.126,21,16,14,57,40,35,20
"(129,133]",0.0117,17,11,13,57,34,27,27
"(133,140]",0.0082,29,7,27,57,40,15,38
"(140,155]",0.0042,2,2,2,57,2,2,2
"(0.0042,0.0082]",139.8,10,6,5,58,14,8,6
"(0.0082,0.0117]",132.9,17,10,7,58,19,14,6
"(0.0117,0.126]",129.4,50,17,47,58,61,18,58
"(0.126,0.781]",125,50,42,34,58,73,54,55
"(0.781,1.8]",113,56,46,30,58,78,63,41
